Transaction_ID,Sales_Date,Order_ID,Customer_ID,Product_ID,Employee_ID,Region_ID,Quantity,Unit_Price,Discount_Pct,Gross_Revenue,Discount_Value,Sales_Value,Product_Cost,Profit
ST0001191,2025-08-10,O001287,C00145,P0092,E0017,R002,8,59930.95,0.1,479447.6,47944.76,431502.84,267207.51,164295.33
ST0001220,2025-07-06,O001066,C00156,P0100,E0023,R004,8,44361.86,0.0,354894.88,0.0,354894.88,226174.22,128720.66
ST0001266,2025-01-15,O001019,C00180,P0147,E0032,R001,7,48217.08,0.0,337519.53,0.0,337519.53,196144.53,141375.0
ST0001311,2025-11-06,O000865,C00332,P0060,E0029,R006,6,55786.7,0.0,334720.19,0.0,334720.19,201750.45,132969.74
ST0001368,2025-03-28,O001973,C00551,P0136,E0041,R002,8,49583.57,0.0,396668.57,0.0,396668.57,216332.84,180335.73
ST0001405,2026-08-17,O002353,C00456,P0030,E0021,R001,7,48621.33,0.0,340349.29,0.0,340349.29,211085.27,129264.02
ST0001557,2025-07-30,O002764,C00048,P0045,E0026,R006,8,56846.3,0.15,454770.43,68215.56,386554.87,252396.16,134158.7
ST0001574,2025-12-25,O000185,C00596,P0092,E0038,R002,8,55951.18,0.05,447609.42,22380.47,425228.95,267207.51,158021.44
ST0001612,2025-07-14,O001803,C00557,P0046,E0007,R002,8,50553.47,0.1,404427.75,40442.77,363984.97,241282.6,122702.37
ST0001662,2025-01-29,O001015,C00394,P0092,E0018,R003,7,57638.7,0.0,403470.91,0.0,403470.91,233806.57,169664.34
ST0001716,2026-07-03,O000629,C00125,P0092,E0014,R005,8,55357.75,0.0,442862.02,0.0,442862.02,267207.51,175654.51
ST0001757,2025-10-29,O001047,C00208,P0060,E0015,R008,8,56979.14,0.05,455833.12,22791.66,433041.46,269000.61,164040.86
ST0001809,2026-01-28,O000993,C00476,P0045,E0013,R004,6,60113.47,0.0,360680.8,0.0,360680.8,189297.12,171383.68
ST0001855,2025-09-01,O002776,C00549,P0030,E0017,R002,8,49482.98,0.15,395863.82,59379.57,336484.24,241240.31,95243.94
ST0001901,2025-04-25,O000958,C00344,P0139,E0036,R004,8,48439.49,0.0,387515.92,0.0,387515.92,222651.35,164864.57
ST0001915,2026-01-26,O002810,C00237,P0092,E0029,R006,7,54670.48,0.0,382693.39,0.0,382693.39,233806.57,148886.82
ST0001956,2025-09-09,O001463,C00134,P0150,E0028,R006,8,51841.19,0.0,414729.53,0.0,414729.53,271510.1,143219.43
ST0001985,2025-05-25,O002247,C00581,P0106,E0004,R008,8,53410.26,0.0,427282.09,0.0,427282.09,273262.1,154019.99
ST0002182,2025-05-11,O002115,C00011,P0092,E0010,R004,8,58824.56,0.1,470596.5,47059.65,423536.85,267207.51,156329.34
ST0002300,2025-07-22,O000357,C00479,P0046,E0021,R001,7,52442.89,0.05,367100.24,18355.01,348745.22,211122.27,137622.95
ST0002328,2026-05-05,O001080,C00216,P0060,E0006,R002,8,59710.13,0.0,477681.02,0.0,477681.02,269000.61,208680.41
ST0002382,2026-02-22,O001358,C00225,P0046,E0038,R002,7,53840.81,0.0,376885.68,0.0,376885.68,211122.27,165763.4
ST0002432,2025-11-23,O002261,C00039,P0030,E0021,R001,8,48049.65,0.0,384397.19,0.0,384397.19,241240.31,143156.88
ST0002468,2026-01-10,O001780,C00110,P0060,E0015,R008,6,58394.67,0.0,350368.02,0.0,350368.02,201750.45,148617.57
ST0002524,2025-12-25,O001464,C00303,P0109,E0025,R004,8,42206.95,0.0,337655.56,0.0,337655.56,221695.23,115960.33
ST0002565,2025-08-21,O001541,C00496,P0109,E0039,R005,8,44515.69,0.05,356125.48,17806.27,338319.21,221695.23,116623.98
ST0002573,2026-02-04,O001083,C00308,P0092,E0016,R002,7,59163.54,0.0,414144.79,0.0,414144.79,233806.57,180338.22
ST0002651,2026-06-24,O000859,C00014,P0060,E0003,R001,8,56963.2,0.25,455705.56,113926.39,341779.17,269000.61,72778.57
ST0002659,2025-01-08,O002443,C00362,P0083,E0017,R002,7,54651.94,0.0,382563.55,0.0,382563.55,221412.07,161151.48
ST0002694,2025-01-06,O000904,C00370,P0041,E0035,R002,8,49597.49,0.05,396779.92,19839.0,376940.93,226937.58,150003.35
ST0002766,2025-09-21,O001483,C00415,P0030,E0004,R008,8,49561.7,0.1,396493.59,39649.36,356844.24,241240.31,115603.93
ST0002790,2025-12-08,O000530,C00289,P0126,E0024,R002,8,43951.49,0.0,351611.92,0.0,351611.92,238604.8,113007.12
ST0002870,2025-06-27,O002547,C00033,P0083,E0004,R008,7,54798.65,0.0,383590.54,0.0,383590.54,221412.07,162178.47
ST0002893,2025-10-19,O000473,C00204,P0030,E0009,R002,8,49610.32,0.0,396882.55,0.0,396882.55,241240.31,155642.24
ST0003030,2025-05-04,O002594,C00258,P0060,E0032,R001,6,56711.21,0.0,340267.25,0.0,340267.25,201750.45,138516.8
ST0003124,2025-10-28,O001974,C00408,P0147,E0015,R008,7,51935.53,0.0,363548.71,0.0,363548.71,196144.53,167404.19
ST0003229,2025-02-05,O000432,C00166,P0020,E0006,R002,8,42198.99,0.0,337591.94,0.0,337591.94,212610.12,124981.82
ST0003266,2025-09-18,O001412,C00551,P0072,E0023,R004,8,47275.77,0.1,378206.19,37820.62,340385.57,259692.17,80693.4
ST0003288,2026-08-13,O001922,C00155,P0041,E0035,R002,7,49666.85,0.0,347667.96,0.0,347667.96,198570.38,149097.58
ST0003349,2026-08-03,O000238,C00175,P0075,E0037,R004,8,44081.81,0.0,352654.45,0.0,352654.45,216700.06,135954.39
ST0003452,2025-04-24,O000275,C00022,P0045,E0010,R004,8,59371.19,0.05,474969.53,23748.48,451221.06,252396.16,198824.9
ST0003556,2025-01-12,O000642,C00126,P0045,E0001,R002,8,59689.25,0.2,477514.02,95502.8,382011.22,252396.16,129615.06
ST0003627,2026-08-13,O001133,C00111,P0147,E0039,R005,7,53125.14,0.0,371875.97,0.0,371875.97,196144.53,175731.44
ST0003639,2025-05-12,O002952,C00066,P0060,E0034,R001,7,56886.16,0.0,398203.13,0.0,398203.13,235375.53,162827.59
ST0003698,2025-08-17,O002311,C00200,P0092,E0015,R008,8,58986.16,0.2,471889.24,94377.85,377511.39,267207.51,110303.89
ST0003801,2026-04-17,O000317,C00539,P0083,E0023,R004,8,55034.6,0.15,440276.81,66041.52,374235.29,253042.36,121192.93
ST0003818,2026-05-04,O002747,C00017,P0045,E0003,R001,6,56220.75,0.0,337324.48,0.0,337324.48,189297.12,148027.36
ST0003845,2025-05-02,O001363,C00069,P0106,E0018,R003,8,54186.16,0.0,433489.31,0.0,433489.31,273262.1,160227.21
ST0003896,2026-01-20,O002804,C00136,P0083,E0020,R001,8,54520.34,0.0,436162.76,0.0,436162.76,253042.36,183120.4
ST0003932,2025-03-26,O001492,C00386,P0092,E0006,R002,8,57321.23,0.25,458569.84,114642.46,343927.38,267207.51,76719.87
ST0003969,2025-05-10,O001562,C00018,P0106,E0032,R001,7,53571.25,0.1,374998.78,37499.88,337498.9,239104.33,98394.57
ST0003998,2025-11-02,O000214,C00186,P0100,E0002,R002,8,43251.7,0.0,346013.61,0.0,346013.61,226174.22,119839.39
